,user,text,polarity
1493,twig123,"@realDonaldTrump Grift much???? Scammer, dishonest, small, petulant child, you are.....sir.","Sentiment(polarity=-0.11666666666666665, subjectivity=0.3666666666666667)"
1494,anitagdavis06,@realDonaldTrump And you will see widespread protests. Want to see an uprising of epic proportions? Try this.,"Sentiment(polarity=0.1, subjectivity=0.4)"
1495,missionmidnight,@realDonaldTrump Oh you're starting to believe the polls now are you? #RidenWithBiden2020,"Sentiment(polarity=0.0, subjectivity=0.1)"
1496,DoreenL63543392,@realDonaldTrump You want riots like what we just went through?  You just try it. The aftermath of George Floyd’s m… https://t.co/MdpUhEGXCu,"Sentiment(polarity=0.0, subjectivity=0.0)"
1497,BlakkRozee,@realDonaldTrump BITCH BYE🙄🙄🙄,"Sentiment(polarity=0.0, subjectivity=0.0)"
1498,Mick63584935,@realDonaldTrump Running scared?.,"Sentiment(polarity=0.0, subjectivity=0.0)"
1499,40tadstrail,@realDonaldTrump https://t.co/nUIEV19O0o,"Sentiment(polarity=0.0, subjectivity=0.0)"
1500,SandwellMark,@realDonaldTrump It will a bigger embarrassment if you stay in,"Sentiment(polarity=0.0, subjectivity=0.5)"
1501,andIwillpersist,"@realDonaldTrump Wow, you can genuinely feel your loss, even before it happens. You're desperate, grasping at anyth… https://t.co/0MoAeI5OSk","Sentiment(polarity=-0.033333333333333326, subjectivity=0.8333333333333334)"
1502,2deuce6,@realDonaldTrump Nah we good.,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)"
1503,moderatedebate,@realDonaldTrump *** - GDP fell over 30% last quarter and we are at over 152k deaths with no end in sight - ***… https://t.co/BDUS1MPn0s,"Sentiment(polarity=0.0, subjectivity=0.06666666666666667)"
1504,DAVE______DAVE,"@realDonaldTrump Good people of America - His whole family votes by mail, his VP votes by mail, HE votes by mail...… https://t.co/z4w214k7vx","Sentiment(polarity=0.44999999999999996, subjectivity=0.5)"
1505,soycafesero,@realDonaldTrump Our main embarrassment is having you as President.,"Sentiment(polarity=0.16666666666666666, subjectivity=0.3333333333333333)"
1506,mikegatti1,@realDonaldTrump Why isn’t it safe? Because you blew it.,"Sentiment(polarity=0.5, subjectivity=0.5)"
1507,AnnaBananaCA223,"@realDonaldTrump The Constitution says, No.","Sentiment(polarity=0.0, subjectivity=0.0)"
1508,tammy9157,@realDonaldTrump Not for any reason!,"Sentiment(polarity=0.0, subjectivity=0.0)"
1509,man_lee_gayrok,@realDonaldTrump #مزرعه_موشکی https://t.co/9NaFZw8iQ0,"Sentiment(polarity=0.0, subjectivity=0.0)"
1510,exrabb,@realDonaldTrump You are losing bigky. That is why your daily cry is about a non existent fraud,"Sentiment(polarity=0.0, subjectivity=0.0)"
1511,jimbodeo,"@realDonaldTrump Delay the election? You’d like that, wouldn’t you? You’re still going to jail, whether it’s 4 months or 4 years...","Sentiment(polarity=-0.1, subjectivity=0.0)"
1512,CrdnlWolsey,@realDonaldTrump Dude you would def not be saying this if the polls showed you leading,"Sentiment(polarity=0.0, subjectivity=0.0)"
1513,Heelspurs00,@realDonaldTrump There’s one Fraud being played out on America and it’s Trump  Confidence Don and the Long Con  He’… https://t.co/cQW4HLfi6f,"Sentiment(polarity=-0.05, subjectivity=0.4)"
1514,badkarmabaroo,@realDonaldTrump How is it the so-called president doesn’t know how voting works? Or what’s written in the Constitu… https://t.co/S5OBGgZ6zO,"Sentiment(polarity=0.0, subjectivity=0.0)"
1515,apachendeh,@realDonaldTrump So.... unsafe to vote but kids can go to school?,"Sentiment(polarity=0.0, subjectivity=0.0)"
1516,BurntToastFilm,@realDonaldTrump Nope. You’re getting your orange ass out of that office come November.,"Sentiment(polarity=0.0, subjectivity=0.0)"
1517,AReason2Shine,"@realDonaldTrump No. You need to lose, fairly....like a man. #TrumpIsACoward #TrumpThreatensAmerica… https://t.co/kblEK89mcR","Sentiment(polarity=0.0, subjectivity=0.0)"
1518,Scampi13,@realDonaldTrump The election will not be delayed.  I love how scared you are.  You should be.  Joe Biden and the A… https://t.co/xffUa5eKtF,"Sentiment(polarity=0.5, subjectivity=0.6)"
1519,Renzoseccia,@realDonaldTrump 😂😂😂😂😂😂😂😂😂😂😂,"Sentiment(polarity=0.0, subjectivity=0.0)"
1520,Mama_Kath,@realDonaldTrump Mulligans are only for golf. You totally fucked up your presidency and the country. No do-overs. W… https://t.co/1yZ3jXr0Ts,"Sentiment(polarity=-0.3, subjectivity=0.85)"
1521,Umkid2,@realDonaldTrump Excuses 3 months early. Man up,"Sentiment(polarity=0.1, subjectivity=0.3)"
1522,Mo_Menyoli,@realDonaldTrump Will it still be inaccurate and fraudulent if you win Mr President?,"Sentiment(polarity=0.8, subjectivity=0.4)"
1523,Pammymingo,@realDonaldTrump #MoronInChief https://t.co/b4DZgJFjQr,"Sentiment(polarity=0.0, subjectivity=0.0)"
1524,daddy0kcmo,@realDonaldTrump Translation: “Please use Ivanka’s compromised voting machines” https://t.co/Ne77bHnKs7,"Sentiment(polarity=0.0, subjectivity=0.0)"
1525,JoshKB,@realDonaldTrump Loser knows he will get humiliated in November  Loser now will try to delay the election… https://t.co/CnMmnaLXcH,"Sentiment(polarity=0.0, subjectivity=0.0)"
1526,crazyredranting,@realDonaldTrump How about that GDP drop? Largest in history.,"Sentiment(polarity=0.0, subjectivity=0.0)"
1527,JaredMMurray,@realDonaldTrump You’re a great embarrassment to the USA.,"Sentiment(polarity=0.8, subjectivity=0.75)"
1528,Bernade55907964,@realDonaldTrump You are a crazy person!,"Sentiment(polarity=-0.75, subjectivity=0.9)"
1529,alexand39510735,@realDonaldTrump Good luck with that Donnie. Ain't happening.,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)"
1530,Camel_Of_Sen,"@realDonaldTrump Or how about you do your damn fucking job, and come up with a way to insure that it doesn't turn o… https://t.co/cFLBUJdBXU","Sentiment(polarity=-0.6, subjectivity=0.8)"
1531,chip_pioneer,"@realDonaldTrump You’re going to lose, as scheduled, on Nov 3rd, and then you will go to prison at some point on 2021.","Sentiment(polarity=0.0, subjectivity=0.0)"
1532,mkivlon,"@realDonaldTrump Either way,  President Trump will win in a landslide victory.","Sentiment(polarity=0.8, subjectivity=0.4)"
1533,LoverOfBooks123,@realDonaldTrump Everybody should report this tweet.,"Sentiment(polarity=0.0, subjectivity=0.0)"
1534,Stephan39934364,@realDonaldTrump 推迟？想的美！赶紧下台吧,"Sentiment(polarity=0.0, subjectivity=0.0)"
1535,mattpd03,@realDonaldTrump @senatemajldr McConnell better get his ass in front of a microphone right fucking now,"Sentiment(polarity=0.06190476190476191, subjectivity=0.6119047619047618)"
1536,kzerker_or,@realDonaldTrump Better yet?    Vote today.,"Sentiment(polarity=0.5, subjectivity=0.5)"
1537,DonTrumpanov,@realDonaldTrump F U  Trump.  No way do we delay!,"Sentiment(polarity=0.0, subjectivity=0.0)"
1538,jimichang32,@realDonaldTrump It must be #TantrumThursdays 🤣😇🇺🇲,"Sentiment(polarity=0.0, subjectivity=0.0)"
1539,JohnEdwardHopes,@realDonaldTrump I don't think so Donny!,"Sentiment(polarity=0.0, subjectivity=0.0)"
1540,MyEatPlayLive1,@realDonaldTrump https://t.co/naTX5AvoIE,"Sentiment(polarity=0.0, subjectivity=0.0)"
1541,free4mDonny,@realDonaldTrump NO!!! Don’t even float the ‘DELAY ELECTION’ bullshit. You’re loosing. You can leave with dignity o… https://t.co/3trwBt7cJa,"Sentiment(polarity=0.0, subjectivity=0.0)"
1542,TeamMustangGirl,@realDonaldTrump I will start standing in line today to vote you out.,"Sentiment(polarity=0.0, subjectivity=0.0)"
1543,fern71983135,@realDonaldTrump #ByeFelicia https://t.co/bieDlGgrcO,"Sentiment(polarity=0.0, subjectivity=0.0)"
1544,NewsCHill,@realDonaldTrump you scared you will lose bro?,"Sentiment(polarity=0.0, subjectivity=0.0)"
1545,richrtwo,@realDonaldTrump Even though you and your crime family voted by mail?,"Sentiment(polarity=0.0, subjectivity=0.0)"
1546,Jessie85322255,@realDonaldTrump We want you out,"Sentiment(polarity=0.0, subjectivity=0.0)"
1547,caveat_empty,"@realDonaldTrump Why can't conservatives ""cheat "" too and even out the purported ""cheating"" by democrats?","Sentiment(polarity=0.0, subjectivity=0.0)"
1548,tobe7num,@realDonaldTrump Shame,"Sentiment(polarity=0.0, subjectivity=0.0)"
1549,RickStoner12,@realDonaldTrump Winners can lose. Losers can't! https://t.co/741MMxRMN4,"Sentiment(polarity=-0.25, subjectivity=0.2)"
1550,themanfromsnowy,"@realDonaldTrump Here we go, it's starting....","Sentiment(polarity=0.0, subjectivity=0.1)"
1551,Nancyontweets,@realDonaldTrump Don’t delay the election because America is tired of your bullshit #VoteTrumpOut2020 #VoteOutCorruptGOP #VoteThemAllOut,"Sentiment(polarity=-0.4, subjectivity=0.7)"
1552,doctor_covfefe,@realDonaldTrump Report this tweet,"Sentiment(polarity=0.0, subjectivity=0.0)"
1553,nbak74,@realDonaldTrump Racist and inept! #worsteconomyinhistory,"Sentiment(polarity=0.0, subjectivity=0.0)"
1554,CoachPoliti,"@realDonaldTrump You are a danger to our democracy. I will help vote you out on November 3. Pack your bags, Donnie.","Sentiment(polarity=0.0, subjectivity=0.0)"
1555,eddurkin1,@realDonaldTrump Not one more day!,"Sentiment(polarity=0.625, subjectivity=0.5)"
1556,IrenewarIrene,@realDonaldTrump It is official Americans are living in a banana republic lead by a tin pot dictator with no brains.,"Sentiment(polarity=0.0, subjectivity=0.0)"
1557,davidcwoodardjr,@realDonaldTrump Dictatorship is on the way https://t.co/awv39i6BVI,"Sentiment(polarity=0.0, subjectivity=0.0)"
1558,jimhillhouse,@realDonaldTrump You’re not getting out of your Nov. 3 paddlin’ from the voters.,"Sentiment(polarity=0.0, subjectivity=0.0)"
1559,paulleary,"@realDonaldTrump God almighty, #VoteBlueToEndThisNightmare. #25thAmendmentNow","Sentiment(polarity=0.0, subjectivity=0.0)"
1560,MarkAllenbaugh,"@realDonaldTrump And there it is.  Luckily, you have no authority to do this.  #PutinsPuppet #PutinsGOP… https://t.co/hfih59S9BS","Sentiment(polarity=0.3333333333333333, subjectivity=0.8333333333333334)"
1561,NWL02100843,@realDonaldTrump Agree COMPLETELY! Mail-in voting will give leftwing dem socialists the election! Delay the electio… https://t.co/skm2PEuzTQ,"Sentiment(polarity=0.15625, subjectivity=0.4)"
1562,gomappy3,@realDonaldTrump #25thAmendmentNow 🔥🔥🔥,"Sentiment(polarity=0.0, subjectivity=0.0)"
1563,taheen74,@realDonaldTrump Quit snorting Adderall,"Sentiment(polarity=0.0, subjectivity=0.0)"
1564,Jan714,"@realDonaldTrump In case you've forgotten some of the other bat-shit-crazy things the Idiot-in-Chief has said, here… https://t.co/NdHxXsgbN5","Sentiment(polarity=-0.125, subjectivity=0.375)"
1565,JPer68972311,@realDonaldTrump If rioting with masks is ok why isn’t voting with masks???? This is insane to even consider.   Som… https://t.co/IqPP2kYKf3,"Sentiment(polarity=-0.25, subjectivity=0.75)"
1566,BigSky3450,@realDonaldTrump Hell NO! We vote‼️,"Sentiment(polarity=0.0, subjectivity=0.0)"
1567,StevenSorensen1,"@realDonaldTrump Oh HELLLLLLLLLL no there will be no delaying Election Day, boyo.","Sentiment(polarity=0.0, subjectivity=0.0)"
1568,JasonACapps,@realDonaldTrump Why can’t we safely vote? Are you going to put federal forces in our way?  Stop lying to the Ameri… https://t.co/sJh6jX8Ayx,"Sentiment(polarity=0.5, subjectivity=0.5)"
1569,MannyCanalesJr,@realDonaldTrump Delay lol ha ha ha ha  funny guy,"Sentiment(polarity=0.525, subjectivity=0.85)"
1570,VernonFowlkes,@realDonaldTrump Be quiet. Nobody likes you. #NobodyLikesYou,"Sentiment(polarity=0.0, subjectivity=0.3333333333333333)"
1571,NopeTheOtherOne,@realDonaldTrump I would walk over a field of Legos just to vote you out🖕🏽,"Sentiment(polarity=0.0, subjectivity=0.0)"
1572,JesseDamiani,@realDonaldTrump Trump’s new 2020 campaign appears to be: Pelosi 2020. https://t.co/S4urALL1H6,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)"
1573,FrankInFLA,"@realDonaldTrump Ha ha ha Hell no, pack your bag loser","Sentiment(polarity=0.0, subjectivity=0.0)"
1574,diefrauschubert,@realDonaldTrump The most INACCURATE &amp; FRAUDULENT in the history of America are YOU!!!,"Sentiment(polarity=0.9765625, subjectivity=0.5)"
1575,ElsasArt1,"@realDonaldTrump Yes, Sir! Please delay the election due to Covid.","Sentiment(polarity=-0.125, subjectivity=0.375)"
1576,darrell_olive,"@realDonaldTrump Uh, yeah... No. Not going to happen. I will crawl through glass to vote you out if I have to.","Sentiment(polarity=0.0, subjectivity=0.0)"
1577,dvega4200,@realDonaldTrump Delay the election?  When did u become king?  🤣🤣🤣🤣🤣🤣🤣,"Sentiment(polarity=0.0, subjectivity=0.0)"
1578,DaStWi2000,@realDonaldTrump OH HELL NO I’LL GLADLY CATCH CORONAVIRUS BEFORE I LET YOU DELAY AN ELECTION,"Sentiment(polarity=0.5, subjectivity=1.0)"
1579,AL416905,@realDonaldTrump Extend it another year like Tokyo Olympics.,"Sentiment(polarity=0.0, subjectivity=0.0)"
1580,JUmbenhaur,@realDonaldTrump You sir CANNOT delay the election. At least our founding fathers had foresight to make this not po… https://t.co/pEPCDkFPAW,"Sentiment(polarity=-0.3, subjectivity=0.4)"
1581,Becs03360094,"@realDonaldTrump If mail in voting was truly easy to cheat,  trump/gop would be gungho for it,  they've all made it… https://t.co/1WE60hFWja","Sentiment(polarity=0.43333333333333335, subjectivity=0.8333333333333334)"
1582,jeremywwalker,@realDonaldTrump So we are in a place where you’re saying it is safe to open the country and send our kids to schoo… https://t.co/Ac9JjsPzBl,"Sentiment(polarity=0.25, subjectivity=0.5)"
1583,ssnydr,@realDonaldTrump ... you realize YOU are the great embarrassment to the USA?,"Sentiment(polarity=0.8, subjectivity=0.75)"
1584,Kelltheblue,@realDonaldTrump Knows he’s going to lose so squirming - embarrassing bone spur bunker boy getting his reasons/excuses in early,"Sentiment(polarity=0.1, subjectivity=0.3)"
1585,jwilliamhoffman,"@realDonaldTrump Ah, no.","Sentiment(polarity=0.0, subjectivity=0.0)"
1586,bulish7,@realDonaldTrump Delay the election and just watch how quickly the PLANdemic disappears!,"Sentiment(polarity=0.41666666666666663, subjectivity=0.5)"
1587,johnnybones72,@realDonaldTrump Mail in voting and absentee voting are the same thing. #ProveMeWrong,"Sentiment(polarity=0.0, subjectivity=0.125)"
1588,alanbounville,@realDonaldTrump Nope. You're not doing this. This is ABSOLUTELY the bridge too far. The vote is not safe because Y… https://t.co/EOS6o2FFT8,"Sentiment(polarity=0.01666666666666668, subjectivity=0.7999999999999999)"
1589,KevSD19B4,@realDonaldTrump I guess those polls are a reality of things to come.,"Sentiment(polarity=0.0, subjectivity=0.0)"
1590,NKL1961,@realDonaldTrump Just took a look at Biden’s plan for America and it’s amazing. Do you have a plan? Or do you just… https://t.co/xwhyRYlylE,"Sentiment(polarity=0.6000000000000001, subjectivity=0.9)"
1591,Beebesdlang1,"@realDonaldTrump A delay will only make your inevitable defeat worse. The more people see of you, the more convince… https://t.co/lMsjqh2YBx","Sentiment(polarity=0.12, subjectivity=0.72)"
1592,naeblissss,@realDonaldTrump You are such a coward.,"Sentiment(polarity=0.0, subjectivity=0.5)"
1593,ashleyhartmeier,@realDonaldTrump That’s not how it works.,"Sentiment(polarity=0.0, subjectivity=0.0)"
1594,BronxTies,"@realDonaldTrump Every hour, do you think of what's the dumbest, stupidest thing you could tweet just so you could… https://t.co/Jm7He52CTz","Sentiment(polarity=0.0, subjectivity=0.0)"
1595,HumnbirdCorgi,@realDonaldTrump No. We have to rise above this challenge and go to vote in person on the day. We cannot and should not be defeated by fear.,"Sentiment(polarity=0.0, subjectivity=0.1)"
1596,NurseyNurse1013,@realDonaldTrump They can already do that now. I will gladly walk into my polling place to vote in person!,"Sentiment(polarity=0.625, subjectivity=1.0)"
1597,DonaldRLockhar2,@realDonaldTrump Absolutely no f*****g way! Elections have been held during wars and outbreaks and even during the… https://t.co/7HUXR6owxj,"Sentiment(polarity=-0.125, subjectivity=0.9)"
1598,mattiabarina,@realDonaldTrump Expected. Following the authoritian playbook. USA safeguard the rule of law.,"Sentiment(polarity=-0.05, subjectivity=0.25)"
1599,ALTheophilus,@realDonaldTrump The words of a true dictator.,"Sentiment(polarity=0.35, subjectivity=0.65)"
1600,TaoOfSasquatch,"@realDonaldTrump Donnie, baby... don’t worry. Many pork are saying that President Barr will make all this go away..… https://t.co/K31IGFCyDs","Sentiment(polarity=0.5, subjectivity=0.5)"
1601,Jessie85322255,@realDonaldTrump No idiot,"Sentiment(polarity=0.4, subjectivity=0.8)"
1602,BlessedDetour,@realDonaldTrump We need Voter ID!!!,"Sentiment(polarity=0.0, subjectivity=0.0)"
1603,TruthfulUnicor1,@realDonaldTrump This post should be reported by EVERYONE for attempting to incite political unrest and civil war i… https://t.co/2ZJcRuqZ2q,"Sentiment(polarity=0.0, subjectivity=0.1)"
1604,Jo25734268,@realDonaldTrump You do realize you are the embarrassment for the United States. Feeling like you are losing so why… https://t.co/3Yyb4ToTKY,"Sentiment(polarity=0.0, subjectivity=0.0)"
1605,JPPetersonAtl,@realDonaldTrump No. We get to vote you out on Election Day as scheduled. You vote by mail. Anyone else should be able to do so too. 🤥🤡,"Sentiment(polarity=0.5, subjectivity=0.625)"
1606,jpak88,@realDonaldTrump Why can't they vote safely now? I thought the virus was a hoax 😂,"Sentiment(polarity=0.5, subjectivity=0.5)"
1607,PrestonKorosi,"@realDonaldTrump Read the constitution,  election can't be postponed, just because you want a chance to kill even more Americans","Sentiment(polarity=0.5, subjectivity=0.5)"
