,user,text,polarity
629,Squirrelpower99,@JoeBiden CCP also took this opportunity to expand their rights and prestige in the world.  The world must destroy… https://t.co/z8MKbbRejl,"Sentiment(polarity=0.0, subjectivity=0.0)"
630,Robb90997767,@JoeBiden Hes robb the American people for years https://t.co/3ghwj86Gec,"Sentiment(polarity=0.0, subjectivity=0.0)"
631,TracyJo85449216,"@JoeBiden also, thanks to Trump, US leads World in testing numbers...no thx to empty pantry and supplies left by obama-biden admin","Sentiment(polarity=0.03333333333333333, subjectivity=0.2333333333333333)"
632,TheRealSlamurai,@JoeBiden We need an other president to do his job.,"Sentiment(polarity=-0.125, subjectivity=0.375)"
633,LLM14086755,@JoeBiden What president?,"Sentiment(polarity=0.0, subjectivity=0.0)"
634,erichards24,"@JoeBiden @TheSWPrincess Hey Joe, can you come up with something better than ""Build back better""? It doesn't sound very inspiring.","Sentiment(polarity=0.41, subjectivity=0.48)"
635,countesskush,"@JoeBiden Ok let’s just calm down. First of all, who wrote this tweet?","Sentiment(polarity=0.22361111111111112, subjectivity=0.46805555555555556)"
636,JohnZander17,@JoeBiden https://t.co/4zRAjpOOiK,"Sentiment(polarity=0.0, subjectivity=0.0)"
637,LeadersLead_Inc,"@JoeBiden A text said Trump is raised a billion dollars. With all the millions he’s giving these corporations, has… https://t.co/k8iZZ1LYkV","Sentiment(polarity=0.0, subjectivity=0.0)"
638,Gary85745586,@JoeBiden We need the democrats to quit bitching and go to work helping instead of hindering.,"Sentiment(polarity=0.0, subjectivity=0.0)"
639,Stefild,@JoeBiden Go back to the basement Joe https://t.co/UjC4wPsFp2,"Sentiment(polarity=0.0, subjectivity=0.0)"
640,Squirrelpower99,@JoeBiden The P4 Virus Manufacturing Research Institute of CCP will produce more viruses as biological and chemical… https://t.co/zWSPWToByz,"Sentiment(polarity=0.5, subjectivity=0.5)"
641,thefirstfuture,@JoeBiden Why the Democrats really hate TRUMP 2020 https://t.co/uPLDfzkmMJ,"Sentiment(polarity=-0.8, subjectivity=0.9)"
642,Hector72380636,@JoeBiden #DefendThePolice https://t.co/RKqSMONcyP,"Sentiment(polarity=0.0, subjectivity=0.0)"
643,Heretical18,@JoeBiden I guess we only need to get another 56 million or so cases to reach yours and Obama’s all time record.,"Sentiment(polarity=0.0, subjectivity=1.0)"
644,Nasirea1,@JoeBiden A tracing program? Like the nazis had with the SS? No thanks. The virus IS under control. We don't need that nazi stuff...,"Sentiment(polarity=-0.1, subjectivity=0.2)"
645,FinalJudgment20,@JoeBiden Sounds like a #JoeBidenJob!  #DonTheCon and his clan of #COVIDIOTS are criminally incompetent in safeguar… https://t.co/UQPzho3l8a,"Sentiment(polarity=-0.35, subjectivity=0.3666666666666667)"
646,Mamaof212154947,"@JoeBiden It's all good, say bye bye to big Pharma!  Kodak is coming!","Sentiment(polarity=0.35, subjectivity=0.35000000000000003)"
647,MathewGauthier,@JoeBiden Why are you afraid to take questions from the press? It’s a simple question...,"Sentiment(polarity=-0.3, subjectivity=0.6285714285714286)"
648,dookiefaceobama,"@JoeBiden Mall medical professionals have a good amount of PPE (fact), and no one in the world is doing more testing than the US. #Trump2020","Sentiment(polarity=0.39999999999999997, subjectivity=0.3666666666666667)"
649,fdmazny,"@JoeBiden Tracing program??   Well, since you are into the Govt spying on its citizens, of course you’re for tracing their whereabouts","Sentiment(polarity=0.0, subjectivity=0.0)"
650,GemOfRock,@JoeBiden Saa as fee reopening. Ppl need to agree to follow public health orders. Protect the American people. #PublicHealth,"Sentiment(polarity=0.0, subjectivity=0.03333333333333333)"
651,KeyzRAP32,@JoeBiden Trash,"Sentiment(polarity=0.0, subjectivity=0.0)"
652,Luckyangeltoo,@JoeBiden Or let him golf while you do his job.  This is crazy.,"Sentiment(polarity=-0.6, subjectivity=0.9)"
653,joeordinary51,@JoeBiden He tweeted while eating soft serve in a black SUV.,"Sentiment(polarity=-0.033333333333333326, subjectivity=0.39166666666666666)"
654,1948White,@JoeBiden He never had any plans to do that.,"Sentiment(polarity=0.0, subjectivity=0.0)"
655,Mln9358Nichols,@JoeBiden I don’t need tested and I SURE as hell don’t need to be traced!!!!,"Sentiment(polarity=1.0, subjectivity=0.8888888888888888)"
656,anderson_boys,@JoeBiden https://t.co/70omgurh8V,"Sentiment(polarity=0.0, subjectivity=0.0)"
657,KRobertDarby1,@JoeBiden We already have that. I heard you will change NAFTA on your 1st day in office..lol. Sit down Joe. You need medication,"Sentiment(polarity=-0.15555555555555556, subjectivity=0.2888888888888889)"
658,traders201247,@JoeBiden Creepy Joe you've been in the government for 47 years and have accomplished very little other than gettin… https://t.co/aiupwhQ61H,"Sentiment(polarity=-0.1671875, subjectivity=0.63125)"
659,SuperNaturalNo7,@JoeBiden Tell us the plan so it can be implemented!!!  Don’t forget you promised a cure for cancer too.,"Sentiment(polarity=0.0, subjectivity=0.0)"
660,ShadeBeautyblog,"@JoeBiden Sir, We’re waiting on you and Kamala  😉","Sentiment(polarity=0.0, subjectivity=0.0)"
661,Shane72576280,"@JoeBiden He’s up to the task, he discovered the cure-HCQ and zinc. Soon people will have the cure despite efforts against it🥳","Sentiment(polarity=0.0, subjectivity=0.0)"
662,Karcudaso,"@JoeBiden I agree, Joe. We need all of this. We also need the $600 unemployment protections keeping millions of Ame… https://t.co/3dLeqUAYly","Sentiment(polarity=0.0, subjectivity=0.0)"
663,james_selman,@JoeBiden Nothing you have proposed has not already been implemented by Trump!! Stop plagiarizing his policy and co… https://t.co/jK2ClN9FJZ,"Sentiment(polarity=0.0, subjectivity=0.0)"
664,SI19466925,@JoeBiden Any specifics on how YOU would do it? It may help him...,"Sentiment(polarity=0.0, subjectivity=0.0)"
665,whiteQkrolik,@JoeBiden Why don’t you do the same for the annual flu?,"Sentiment(polarity=0.0, subjectivity=0.125)"
666,TrathJohn,@JoeBiden Bidementia awareness day,"Sentiment(polarity=0.0, subjectivity=0.0)"
667,dixiefortrump,@JoeBiden We need to allow real doctors on the frontline to be able to do their jobs!! I’m sitting here right now w… https://t.co/XJbFmSDvWX,"Sentiment(polarity=0.42232142857142857, subjectivity=0.48690476190476195)"
668,success1447,"@JoeBiden Do you have a comprehensive plan today?  If you do, you have an obligation to reveal it to America NOW!  LIVES are at stake!","Sentiment(polarity=0.0, subjectivity=0.0)"
669,milesaway58,@JoeBiden On #DayOne of your presidency can you please have this monstrosity of a fence removed and return the WH t… https://t.co/tvPbbe6JwA,"Sentiment(polarity=0.0, subjectivity=0.0)"
670,HDepayne,@JoeBiden #hydroxycholoroquine,"Sentiment(polarity=0.0, subjectivity=0.0)"
671,MangledBall,"@JoeBiden Joe, we need YOU to do the job, counting the days.","Sentiment(polarity=0.0, subjectivity=0.0)"
672,elacs,"@JoeBiden No, we need #PresidentBiden","Sentiment(polarity=0.0, subjectivity=0.0)"
673,Ngqah5,@JoeBiden We need this candidate to stop undermining the president  Thanks,"Sentiment(polarity=0.2, subjectivity=0.2)"
674,wonder__dude,@JoeBiden @joncoopertweets We need Medicare for all joe,"Sentiment(polarity=0.0, subjectivity=0.0)"
675,Morticia_PNW,@JoeBiden @TheDemCoalition We need Medicare 4 All. We need to legalize cannabis. We need you to be able to read a r… https://t.co/eX4X5KtYrY,"Sentiment(polarity=0.5, subjectivity=0.625)"
676,3JzvBRgxMHN8iAu,"@JoeBiden If it's coordinated nationwide like the riots occupied /ying the cities, that's effective. You should acknowledge you did that","Sentiment(polarity=0.6, subjectivity=0.8)"
677,RickPhill,@JoeBiden https://t.co/V3qyrYdHA3,"Sentiment(polarity=0.0, subjectivity=0.0)"
678,LisaRitz4trump,@JoeBiden Wake up sleepy Joe Donald J Trump already solved all of our problems the virus is under control #Trump2020 #BacktheBlue,"Sentiment(polarity=0.0, subjectivity=0.0)"
679,thefirstfuture,@JoeBiden https://t.co/d5Wn5YZkSR,"Sentiment(polarity=0.0, subjectivity=0.0)"
680,trapshooter12,@JoeBiden https://t.co/uzVZrLpQd0,"Sentiment(polarity=0.0, subjectivity=0.0)"
681,jrosen0711,@JoeBiden We need unemployment extended a little longer. And the Rich get richer.,"Sentiment(polarity=0.09375, subjectivity=0.625)"
682,BHmarket8,@JoeBiden Shut up pls! Weak ass old man!,"Sentiment(polarity=-0.125, subjectivity=0.4125)"
683,acosta_trish,@JoeBiden Love you Joe!!!  #IstandwithJoeBiden,"Sentiment(polarity=0.9765625, subjectivity=0.6)"
684,trapshooter12,@JoeBiden https://t.co/E8MVCeXqT1,"Sentiment(polarity=0.0, subjectivity=0.0)"
685,HPhukee,@JoeBiden Why weren’t you telling Bill DeBlazio this when he wouldn’t allow contact tracers to ask people if they’d been to protests?,"Sentiment(polarity=0.0, subjectivity=0.0)"
686,GBrown690,"@JoeBiden Our President has been doing all that, and much more. Thank God he’s President and not you or crooked Hillary.","Sentiment(polarity=0.25, subjectivity=0.3)"
687,yosemite_2017,"@JoeBiden Please do NOT debate Trump, unless he releases his taxes, No taxes, No debate. #JoeBidenJob… https://t.co/oOUIYIZsvq","Sentiment(polarity=0.0, subjectivity=0.0)"
688,lyles_katrina,@JoeBiden Incapable of doing so. When you and Obama left... https://t.co/kKKmk9xdlQ,"Sentiment(polarity=0.0, subjectivity=0.0)"
689,PHILLYSKEPTIC,@JoeBiden @realDonaldTrump is very busy wishing covid away.... https://t.co/SK0wYymfuY,"Sentiment(polarity=0.13, subjectivity=0.39)"
690,RonaldFraley3,@JoeBiden We need free masks for everyone. Not 35 bucks for 50 at Walmart. They are ripping us off. Just some old guy from Michigan.,"Sentiment(polarity=0.25, subjectivity=0.5)"
691,CR_HIATT,"@JoeBiden So far, every suggestion you've made toward how you'd handle the virus and testing, the Trump administrat… https://t.co/ZH7lkNLt9m","Sentiment(polarity=0.1, subjectivity=1.0)"
692,Michael83894389,"@JoeBiden We need a President badly! You can't sit down fast enough! Ready Nov 4? We'll make exception, this time!","Sentiment(polarity=-0.1161111111111111, subjectivity=0.5111111111111111)"
693,ikea33477569,@JoeBiden https://t.co/MzGDwjbk2K,"Sentiment(polarity=0.0, subjectivity=0.0)"
694,Weelr81,"@JoeBiden That is the job of the governors. But you don't know this. In 48 years of public service, you still haven't figured it out.","Sentiment(polarity=0.0, subjectivity=0.06666666666666667)"
695,mmmm_zzzzzz,@JoeBiden Well I'm going to vote Trump because I'm sure he has a comprehensive to get covid under control. Unfortun… https://t.co/8yooMdpaqP,"Sentiment(polarity=0.5, subjectivity=0.8888888888888888)"
696,SPTCO83,@JoeBiden We need the Numb Nutz President to keep losing his mind and talking crazy! Its working in the Democratic… https://t.co/YBhiPcS4qG,"Sentiment(polarity=-0.675, subjectivity=0.95)"
697,DonTheSEODude,@JoeBiden The country has plenty of PPE being made and you are a liar.    https://t.co/tJdkM2HkRp,"Sentiment(polarity=0.0, subjectivity=0.0)"
698,bass_hm,@JoeBiden https://t.co/cTBxb1Y4QW,"Sentiment(polarity=0.0, subjectivity=0.0)"
699,stoneweasle,@JoeBiden We need someone who has his own thoughts not someone reading and sending someone else's tweets.,"Sentiment(polarity=0.6, subjectivity=1.0)"
700,canadia01046825,"@JoeBiden Go back to the basement Joe, no one wants you tracing them","Sentiment(polarity=0.1, subjectivity=0.05)"
701,JSullivanCoach,@JoeBiden I sent a few more dollars to Biden campaign- you cheapos out there: step up! LOL.,"Sentiment(polarity=0.4083333333333334, subjectivity=0.4333333333333333)"
702,BarryBogage,@JoeBiden We need a new president.,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)"
703,Frances68985130,@JoeBiden @aldemocrats 🇺🇸✊😷 Go Joe Biden,"Sentiment(polarity=0.0, subjectivity=0.0)"
704,thefirstfuture,@JoeBiden https://t.co/0pEP1qRInV,"Sentiment(polarity=0.0, subjectivity=0.0)"
705,RossStivison,"@JoeBiden Thank you Joe, agreed!  It’s been 4 years and we know #thinskintrump won’t do his job, so a new president… https://t.co/MAT2vP7iC1","Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)"
706,Jim61799827,@JoeBiden Democrats need to restore protections to the citizens in the cities they run.  Democratic run cities need… https://t.co/6yUiaSsxPg,"Sentiment(polarity=0.0, subjectivity=0.0)"
707,AnarchoSarcasm,@JoeBiden We need #MedicareForAll.,"Sentiment(polarity=0.0, subjectivity=0.0)"
708,thefirstfuture,@JoeBiden We know how the Democrats are. TRUMP 2020 https://t.co/J3GDBMcFMI,"Sentiment(polarity=0.0, subjectivity=0.0)"
709,smokinsuzy,@JoeBiden We need @sleepyjoe to speak for himself! I watched in disgust as he was literally hand held going to his car.,"Sentiment(polarity=0.0, subjectivity=0.0)"
710,chator13,@JoeBiden Active 🤣🤣🤣 https://t.co/lVO92JM2TM,"Sentiment(polarity=-0.13333333333333333, subjectivity=0.6)"
711,7r0uble,"@JoeBiden So (hold on, folks, let's hear him out) what's your plan @JoeBiden ?","Sentiment(polarity=0.0, subjectivity=0.0)"
712,Ditzzeechick,"@JoeBiden We need this ""president"" and we use that term very, very loosely to disappear as quickly as possible  You… https://t.co/geeAmdS2EB","Sentiment(polarity=-0.05, subjectivity=0.675)"
713,outoftime62,@JoeBiden Sweet Jesus Joe! Where have you been? Oh yeah....your basement. We already have a great president doing all of this #Trump2020,"Sentiment(polarity=0.61875, subjectivity=0.7)"
714,beaver6688,@JoeBiden 🤮🤮😤😤😤🤫🤫🤫,"Sentiment(polarity=0.0, subjectivity=0.0)"
715,MattRattfmj,@JoeBiden Basement boy,"Sentiment(polarity=0.0, subjectivity=0.0)"
716,BeenIn57States,"@JoeBiden Dementia Joe, do you remember holding a rally in Kansas City on March 7? Do you remember opposing the Chi… https://t.co/X8vR8be58K","Sentiment(polarity=0.0, subjectivity=0.0)"
717,LoriWag41158236,"@JoeBiden He won’t, so we’re counting on you, Joe. It is shameful thousands more will die before the election.","Sentiment(polarity=0.5, subjectivity=0.5)"
718,mmellville1,@JoeBiden So throwing money at it isn’t working?? Whatttt!,"Sentiment(polarity=0.0, subjectivity=0.0)"
719,America_1st4ALL,@JoeBiden You scared to debate Trump? You are afraid to show what little you have to offer America and Trump will s… https://t.co/uwUmkOx5aE,"Sentiment(polarity=-0.39375, subjectivity=0.7)"
720,The_Mike_Logan,@JoeBiden He's never had a real job soooo,"Sentiment(polarity=0.2, subjectivity=0.30000000000000004)"
721,FPaulCouture1,@JoeBiden NO JOE!!!  We need him OUT.... so you can go in &amp; do yours!!!!,"Sentiment(polarity=0.0, subjectivity=0.0)"
722,AliN68784404,@JoeBiden Mr Biden the whole world knew that Trump miserably failed to handle this pandemic.The deaths of more than… https://t.co/8vCwbZd2yN,"Sentiment(polarity=0.06666666666666667, subjectivity=0.39999999999999997)"
723,DirtyArnie,@JoeBiden Comprehensive is Libtard for 🐂💩,"Sentiment(polarity=0.0, subjectivity=0.0)"
724,KonservativeF,@JoeBiden Where was joe when obuma ceased testing for H1N1 during the outbreak in 2009? Weak pathetic loser!!  #Trump2020 🖒,"Sentiment(polarity=-0.6875, subjectivity=0.8125)"
725,maurice_dichard,@JoeBiden Get out of your basement. Everything you mention is being done or in place.,"Sentiment(polarity=0.0, subjectivity=0.0)"
726,schiff01,"@JoeBiden VP choice 1st priority needs to be about winning, then it's about governing.  Please don't make the mista… https://t.co/7ORwz7alIz","Sentiment(polarity=0.5, subjectivity=0.75)"
727,EbBahram,"@JoeBiden of course we need all of them, and Trump will do his job.","Sentiment(polarity=0.0, subjectivity=0.0)"
728,GMawutsa,@JoeBiden President Trump is doing a very good job. He doesnt hide in a basement somewhere thats why he will be re-elected,"Sentiment(polarity=0.9099999999999999, subjectivity=0.7800000000000001)"
729,stephen_of_borg,"@JoeBiden Relax the President is on this. He’s got hydroxychloroquine, alien DNA &amp; demon sperm. Right Q people? BTW… https://t.co/ridEhwaCOh","Sentiment(polarity=0.01785714285714285, subjectivity=0.6428571428571428)"
730,a_mojeeb,@JoeBiden Trump failed to confront Corona,"Sentiment(polarity=-0.5, subjectivity=0.3)"
731,ban_hammered,@JoeBiden https://t.co/pio55u9oZU,"Sentiment(polarity=0.0, subjectivity=0.0)"
732,illpolitic,"@JoeBiden Joe, we need you to do his job!","Sentiment(polarity=0.0, subjectivity=0.0)"
733,sisrum,@JoeBiden We need for him to go and for you to take over.  He doesn’t care about getting it under control.,"Sentiment(polarity=0.0, subjectivity=0.0)"
734,DerrikStratton,@JoeBiden Because you’ve done such a great job in the past. 😂😂😂 https://t.co/qq0N9MNw1v,"Sentiment(polarity=0.18333333333333335, subjectivity=0.5)"
735,kann_2121,@JoeBiden Guess you didn’t turn into his presser yesterday.,"Sentiment(polarity=0.0, subjectivity=0.0)"
736,Bolt8Thunder,@JoeBiden https://t.co/cDuR0373t8,"Sentiment(polarity=0.0, subjectivity=0.0)"
737,Iowa421,@JoeBiden We need a president! not a self indulged toddler,"Sentiment(polarity=0.0, subjectivity=0.0)"
738,RealAMPeople,"@JoeBiden He provided PPE, Ventilators, mobile hospitals, created a fast paced vaccination program. guidelines and… https://t.co/aNd0KpWDEU","Sentiment(polarity=0.2, subjectivity=0.6)"
